distance,innsbruck,grenoble,zurich,boulder
73600.0,2795.0,2712.0,2198.0,2154.0
73800.0,2822.0,2731.0,2229.0,2146.0
74000.0,2792.0,2818.0,2294.0,2156.0
74200.0,2742.0,2873.0,2412.0,2211.0
74400.0,2759.0,2901.0,2345.0,2248.0
74600.0,2804.0,2807.0,2277.0,2276.0
74800.0,2794.0,2766.0,2050.0,2301.0
75000.0,2840.0,2672.0,1991.0,2323.0
75200.0,2804.0,2653.0,1938.0,2340.0
75400.0,2842.0,2578.0,1952.0,2351.0
75600.0,2814.0,2564.0,1995.0,2353.0
75800.0,2853.0,2629.0,2014.0,2341.0
76000.0,2846.0,2696.0,2091.0,2327.0
76200.0,2840.0,2717.0,2100.0,2298.0
76400.0,2827.0,2740.0,2067.0,2262.0
76600.0,2802.0,2762.0,2039.0,2268.0
76800.0,2793.0,2750.0,2034.0,2299.0
77000.0,2792.0,2706.0,2070.0,2274.0
77200.0,2771.0,2708.0,2177.0,2315.0
77400.0,2754.0,2742.0,2199.0,2336.0
77600.0,2723.0,2848.0,2105.0,2372.0
77800.0,2671.0,2968.0,2082.0,2414.0
78000.0,2691.0,3039.0,2071.0,2450.0
78200.0,2723.0,3111.0,2028.0,2504.0
78400.0,2713.0,3166.0,2002.0,2518.0
78600.0,2715.0,3169.0,1940.0,2540.0
78800.0,2625.0,3135.0,1934.0,2558.0
79000.0,2591.0,3071.0,1920.0,2544.0
79200.0,2581.0,3066.0,1907.0,2528.0
79400.0,2586.0,3014.0,1891.0,2489.0
79600.0,2666.0,3004.0,1855.0,2464.0
79800.0,2690.0,2989.0,1839.0,2460.0
80000.0,2770.0,2947.0,1821.0,2484.0
80200.0,2790.0,2934.0,1746.0,2504.0
80400.0,2806.0,2961.0,1722.0,2523.0
80600.0,2817.0,2950.0,1694.0,2572.0
80800.0,2806.0,2971.0,1674.0,2558.0
81000.0,2774.0,2965.0,1626.0,2588.0
81200.0,2769.0,3001.0,1611.0,2620.0
81400.0,2771.0,3033.0,1590.0,2621.0
81600.0,2755.0,3028.0,1542.0,2606.0
81800.0,2757.0,3048.0,1449.0,2601.0
82000.0,2767.0,3070.0,1131.0,2517.0
82200.0,2791.0,3093.0,1120.0,2417.0
82400.0,2864.0,3122.0,1093.0,2403.0
82600.0,2881.0,3148.0,1119.0,2369.0
82800.0,2826.0,3160.0,1126.0,2394.0
83000.0,2751.0,3183.0,1074.0,2405.0
83200.0,2708.0,3195.0,1062.0,2429.0
83400.0,2715.0,3192.0,1037.0,2433.0
83600.0,2724.0,3185.0,1196.0,2441.0
83800.0,2676.0,3180.0,1266.0,2403.0
84000.0,2708.0,3197.0,1306.0,2376.0
84200.0,2804.0,3215.0,1336.0,2381.0
84400.0,2841.0,3240.0,1356.0,2390.0
84600.0,2838.0,3254.0,1385.0,2342.0
84800.0,2815.0,3267.0,1404.0,2347.0
85000.0,2768.0,3283.0,1423.0,2381.0
85200.0,2771.0,3287.0,1462.0,2411.0
85400.0,2725.0,3292.0,1556.0,2404.0
85600.0,2716.0,3291.0,1576.0,2402.0
85800.0,2677.0,3285.0,1596.0,2369.0
86000.0,2663.0,3302.0,1575.0,2350.0
86200.0,2647.0,3318.0,1576.0,2331.0
86400.0,2650.0,3326.0,1543.0,2342.0
86600.0,2615.0,3331.0,1565.0,2347.0
86800.0,2636.0,3328.0,1528.0,2368.0
87000.0,2655.0,3319.0,1524.0,2356.0
87200.0,2668.0,3308.0,1539.0,2361.0
87400.0,2613.0,3286.0,1550.0,2334.0
87600.0,2625.0,3285.0,1563.0,2374.0
87800.0,2686.0,3336.0,1522.0,2380.0
88000.0,2734.0,3336.0,1479.0,2352.0
88200.0,2769.0,3286.0,1480.0,2335.0
88400.0,2725.0,3213.0,1521.0,2298.0
88600.0,2623.0,3300.0,1579.0,2312.0
88800.0,2620.0,3330.0,1583.0,2349.0
89000.0,2614.0,3276.0,1546.0,2352.0
89200.0,2586.0,3239.0,1504.0,2358.0
89400.0,2600.0,3302.0,1493.0,2345.0
89600.0,2636.0,3311.0,1459.0,2332.0
89800.0,2637.0,3359.0,1477.0,2286.0
90000.0,2640.0,3354.0,1509.0,2288.0
90200.0,2653.0,3372.0,1514.0,2293.0
90400.0,2629.0,3411.0,1565.0,2267.0
90600.0,2616.0,3441.0,1636.0,2252.0
90800.0,2618.0,3480.0,1558.0,2302.0
91000.0,2651.0,3500.0,1537.0,2330.0
91200.0,2609.0,3510.0,1585.0,2334.0
91400.0,2627.0,3498.0,1579.0,2339.0
91600.0,2657.0,3501.0,1591.0,2342.0
91800.0,2726.0,3393.0,1552.0,2333.0
92000.0,2750.0,3353.0,1599.0,2334.0
92200.0,2779.0,3290.0,1646.0,2340.0
92400.0,2746.0,3247.0,1724.0,2358.0
92600.0,2731.0,3218.0,1771.0,2343.0
92800.0,2731.0,3271.0,1731.0,2297.0
93000.0,2668.0,3261.0,1765.0,2276.0
93200.0,2627.0,3166.0,1775.0,2268.0
93400.0,2597.0,3147.0,1807.0,2253.0
93600.0,2548.0,3247.0,1787.0,2254.0
93800.0,2565.0,3373.0,1776.0,2247.0
94000.0,2566.0,3488.0,1708.0,2248.0
94200.0,2608.0,3593.0,1692.0,2245.0
94400.0,2609.0,3628.0,1705.0,2252.0
94600.0,2648.0,3639.0,1594.0,2241.0
94800.0,2733.0,3640.0,1496.0,2226.0
95000.0,2721.0,3631.0,1424.0,2192.0
95200.0,2706.0,3605.0,1409.0,2174.0
95400.0,2648.0,3581.0,1481.0,2154.0
95600.0,2621.0,3576.0,1536.0,2113.0
95800.0,2624.0,3593.0,1554.0,2104.0
96000.0,2631.0,3605.0,1670.0,2086.0
96200.0,2669.0,3537.0,1659.0,2067.0
96400.0,2713.0,3458.0,1727.0,2075.0
96600.0,2687.0,3452.0,1768.0,2118.0
96800.0,2643.0,3475.0,1751.0,2155.0
97000.0,2567.0,3486.0,1671.0,2206.0
97200.0,2544.0,3452.0,1698.0,2212.0
97400.0,2568.0,3434.0,1744.0,2178.0
97600.0,2602.0,3455.0,1721.0,2162.0
97800.0,2621.0,3530.0,1735.0,2135.0
98000.0,2641.0,3571.0,1737.0,2114.0
98200.0,2620.0,3570.0,1716.0,2106.0
98400.0,2593.0,3535.0,1778.0,2108.0
98600.0,2571.0,3419.0,1806.0,2109.0
98800.0,2565.0,3321.0,1795.0,2105.0
99000.0,2571.0,3252.0,1785.0,2099.0
99200.0,2561.0,3177.0,1822.0,2072.0
99400.0,2570.0,3138.0,1839.0,2074.0
99600.0,2577.0,3191.0,1851.0,2068.0
99800.0,2651.0,3258.0,1859.0,2065.0
